Reason,Description,Title,Rationale,condition,Result,ID,command,Policy ID,Remediation,Compliance,Rules
,The LoginGraceTime parameter specifies the time allowed for successful authentication to the SSH server. The longer the Grace period is the more open unauthenticated connections can exist. Like other session controls in this session the Grace Period should be limited to appropriate organizational limits to ensure the service is available for needed access.,Ensure SSH LoginGraceTime is set to one minute or less.,"Setting the LoginGraceTime parameter to a low number will minimize the risk of successful brute force attacks to the SSH server. It will also limit the number of concurrent unauthenticated connections While the recommended setting is 60 seconds (1 Minute), set the number based on site policy.",all,failed,36154,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: LoginGraceTime 60.,"[{""key"":""cis"",""value"":""5.2.17""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:sshd -T -> n:LoginGraceTime\\s*\\t*(\\d+) compare <= 60 && n:LoginGraceTime\\s*\\t*(\\d+) compare != 0""}]"
,"There are several options available to limit which users and group can access the system via SSH. It is recommended that at least one of the following options be leveraged: AllowUsers The AllowUsers variable gives the system administrator the option of allowing specific users to ssh into the system. The list consists of space separated user names. Numeric user IDs are not recognized with this variable. If a system administrator wants to restrict user access further by only allowing the allowed users to log in from a particular host, the entry can be specified in the form of user@host. AllowGroups The AllowGroups variable gives the system administrator the option of allowing specific groups of users to ssh into the system. The list consists of space separated group names. Numeric group IDs are not recognized with this variable. DenyUsers The DenyUsers variable gives the system administrator the option of denying specific users to ssh into the system. The list consists of space separated user names. Numeric user IDs are not recognized with this variable. If a system administrator wants to restrict user access further by specifically denying a user's access from a particular host, the entry can be specified in the form of user@host. DenyGroups The DenyGroups variable gives the system administrator the option of denying specific groups of users to ssh into the system. The list consists of space separated group names. Numeric group IDs are not recognized with this variable.",Ensure SSH access is limited.,Restricting which users can remotely access the system via SSH will help ensure that only authorized users access the system.,any,failed,36155,,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set one or more of the parameter as follows: AllowUsers <userlist> AllowGroups <grouplist> DenyUsers <userlist> DenyGroups <grouplist>.,"[{""key"":""cis"",""value"":""5.2.18""},{""key"":""cis_csc_v7"",""value"":""5.8""}]","[{""type"":""file"",""rule"":""f:/etc/ssh/sshd_config -> r:^\\s*AllowGroups""},{""type"":""file"",""rule"":""f:/etc/ssh/sshd_config -> r:^\\s*AllowUsers""},{""type"":""file"",""rule"":""f:/etc/ssh/sshd_config -> r:^\\s*DenyGroups""},{""type"":""file"",""rule"":""f:/etc/ssh/sshd_config -> r:^\\s*DenyUsers""}]"
,"The Banner parameter specifies a file whose contents must be sent to the remote user before authentication is permitted. By default, no banner is displayed.",Ensure SSH warning banner is configured.,Banners are used to warn connecting users of the particular site's policy regarding connection. Presenting a warning message prior to the normal user login may assist the prosecution of trespassers on the computer system.,all,failed,36156,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: Banner /etc/issue.net.,"[{""key"":""cis"",""value"":""5.2.19""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:^\\s*Banner\\s*\\t*/etc/issue.net""}]"
,UsePAM Enables the Pluggable Authentication Module interface. If set to yes this will enable PAM authentication using ChallengeResponseAuthentication and PasswordAuthentication in addition to PAM account and session module processing for all authentication types.,Ensure SSH PAM is enabled.,"When usePAM is set to yes, PAM runs through account and session types properly. This is important if you want to restrict access to services based off of IP, time or other factors of the account. Additionally, you can make sure users inherit certain environment variables on login or disallow access to the server.",all,passed,36157,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: UsePAM yes.,"[{""key"":""cis"",""value"":""5.2.20""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:^\\s*usepam\\s+yes""}]"
,"SSH port forwarding is a mechanism in SSH for tunneling application ports from the client to the server, or servers to clients. It can be used for adding encryption to legacy applications, going through firewalls, and some system administrators and IT professionals use it for opening backdoors into the internal network from their home machines.",Ensure SSH AllowTcpForwarding is disabled.,"Leaving port forwarding enabled can expose the organization to security risks and back-doors. SSH connections are protected with strong encryption. This makes their contents invisible to most deployed network monitoring and traffic filtering solutions. This invisibility carries considerable risk potential if it is used for malicious purposes such as data exfiltration. Cybercriminals or malware could exploit SSH to hide their unauthorized communications, or to exfiltrate stolen data from the target network.",all,failed,36158,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: AllowTcpForwarding no.,"[{""key"":""cis"",""value"":""5.2.21""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:^\\s*AllowTcpForwarding\\s+no""}]"
,The MaxStartups parameter specifies the maximum number of concurrent unauthenticated connections to the SSH daemon.,Ensure SSH MaxStartups is configured.,"To protect a system from denial of service due to a large number of pending authentication connection attempts, use the rate limiting function of MaxStartups to protect availability of sshd logins and prevent overwhelming the daemon.",all,failed,36159,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: maxstartups 10:30:60.,"[{""key"":""cis"",""value"":""5.2.22""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:sshd -T -> n:^\\s*maxstartups\\s+(\\d+):\\d+:\\d+ compare <= 10""},{""type"":""command"",""rule"":""c:sshd -T -> n:^\\s*maxstartups\\s+\\d+:(\\d+):\\d+ compare <= 30""},{""type"":""command"",""rule"":""c:sshd -T -> n:^\\s*maxstartups\\s+\\d+:\\d+:(\\d+) compare <= 60""}]"
,The MaxSessions parameter specifies the maximum number of open sessions permitted from a given connection.,Ensure SSH MaxSessions is set to 4 or less.,"To protect a system from denial of service due to a large number of concurrent sessions, use the rate limiting function of MaxSessions to protect availability of sshd logins and prevent overwhelming the daemon.",all,failed,36160,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: MaxSessions 4.,"[{""key"":""cis"",""value"":""5.2.23""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:sshd -T -> n:^\\s*MaxSessions\\s+(\\d+) compare <= 4""}]"
Could not open file '/etc/pam.d/system-auth',"The pam_cracklib.so module checks the strength of passwords. It performs checks such as making sure a password is not a dictionary word, it is a certain length, contains a mix of characters (e.g. alphabet, numeric, other) and more. The following are definitions of the pam_cracklib.so options. - try_first_pass - retrieve the password from a previous stacked PAM module. If not available, then prompt the user for a password. - retry=3 - Allow 3 tries before sending back a failure. - minlen=14 - password must be 14 characters or more - dcredit=-1 - provide at least one digit - ucredit=-1 - provide at least one uppercase character - ocredit=-1 - provide at least one special character - lcredit=-1 - provide at least one lowercase character The pam_pwquality.so module functions similarly but the minlen , dcredit , ucredit , ocredit , and lcredit parameters are stored in the /etc/security/pwquality.conf file. The settings shown above are one possible policy. Alter these values to conform to your own organization's password policies.",Ensure password creation requirements are configured.,Strong passwords protect systems from being hacked through brute force methods.,any,not applicable,36161,,sca_distro_independent_linux,"Set password creation requirements to conform to site policy. Many distributions provide tools for updating PAM configuration, consult your documentation for details. If no tooling is provided edit the appropriate /etc/pam.d/ configuration file and add or modify the pam_cracklib.so or pam_pwquality.so lines to include the required options: password required pam_cracklib.so try_first_pass retry=3 minlen=14 dcredit=-1 ucredit=-1 ocredit=-1 lcredit=-1 password requisite pam_pwquality.so try_first_pass retry=3 If pam_pwquality.so is in use also configure settings in /etc/security/pwquality.conf : minlen = 14 dcredit = -1 ucredit = -1 ocredit = -1 lcredit = -1 Notes: Consult your documentation for the appropriate PAM file and module. Additional module options may be set, recommendation requirements only cover including try_first_pass and minlen set to 14 or more. Settings in /etc/security/pwquality.conf must use spaces around the = symbol.","[{""key"":""cis"",""value"":""5.3.1""},{""key"":""cis_csc_v7"",""value"":""4.4""},{""key"":""cmmc_v2.0"",""value"":""IA.2.078,IA.2.079""},{""key"":""iso_27001-2013"",""value"":""A.9.4.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1017,T1019,T1028,T1035,T1047,T1051,T1053,T1055,T1067,T1072,T1075,T1076,T1077,T1078,T1084,T1086,T1088,T1097,T1098,T1100,T1134,T1136,T1169,T1175,T1184,T1190,T1206,T1208,T1210,T1214,T1215,T1218,T1495,T1501,T1505,T1525""},{""key"":""nist_sp_800-53"",""value"":""IA-5 (1)""}]","[{""type"":""file"",""rule"":""f:/etc/pam.d/common-password -> !r:^# && n:password\\s*\\t*requisite\\s*\\t*pam_pwquality.so\\s*\\t*retry=(\\d+) compare <=3""},{""type"":""file"",""rule"":""f:/etc/pam.d/system-auth -> !r:^# && n:password\\s*\\t*requisite\\s*\\t*pam_pwquality.so\\s*\\t*retry=(\\d+) compare <=3""},{""type"":""file"",""rule"":""f:/etc/security/pwquality.conf -> !r:^# && n:minlen\\s*\\t*=\\s*\\t*(\\d+) compare >= 14""}]"
Could not open file '/etc/pam.d/system-auth',The /etc/security/opasswd file stores the users' old passwords and can be checked to ensure that users are not recycling recent passwords.,Ensure password reuse is limited.,Forcing users not to reuse their past 5 passwords make it less likely that an attacker will be able to guess the password. Note that these change only apply to accounts configured on the local system.,any,not applicable,36162,,sca_distro_independent_linux,"Set remembered password history to conform to site policy. Many distributions provide tools for updating PAM configuration, consult your documentation for details. If no tooling is provided edit the appropriate /etc/pam.d/ configuration file and add or modify the pam_pwhistory.so or pam_unix.so lines to include the remember option: password required pam_pwhistory.so remember=5 password sufficient pam_unix.so remember=5 Notes: Consult your documentation for the appropriate PAM file and module. Additional module options may be set, recommendation only covers those listed here.","[{""key"":""cis"",""value"":""5.3.3""},{""key"":""cis_csc_v7"",""value"":""16""}]","[{""type"":""file"",""rule"":""f:/etc/pam.d/common-auth -> r:^\\s*password && r:pam_pwquality\\.so\\.+ && n:remember=(\\d+) compare >= 5""},{""type"":""file"",""rule"":""f:/etc/pam.d/common-auth -> r:^\\s*password && r:pam_unix\\.so\\.+ && n:remember=(\\d+) compare >= 5""},{""type"":""file"",""rule"":""f:/etc/pam.d/password-auth -> r:^\\s*password && r:pam_pwquality\\.so\\.+ && n:remember=(\\d+) compare >= 5""},{""type"":""file"",""rule"":""f:/etc/pam.d/password-auth -> r:^\\s*password && r:pam_unix\\.so\\.+ && n:remember=(\\d+) compare >= 5""},{""type"":""file"",""rule"":""f:/etc/pam.d/system-auth -> r:^\\s*password && r:pam_pwquality\\.so\\.+ && n:remember=(\\d+) compare >= 5""},{""type"":""file"",""rule"":""f:/etc/pam.d/system-auth -> r:^\\s*password && r:pam_unix\\.so\\.+ && n:remember=(\\d+) compare >= 5""}]"
Could not open file '/etc/pam.d/system-auth',The commands below change password encryption from md5 to sha512 (a much stronger hashing algorithm). All existing accounts will need to perform a password change to upgrade the stored hashes to the new algorithm.,Ensure password hashing algorithm is SHA-512.,"The SHA-512 algorithm provides much stronger hashing than MD5, thus providing additional protection to the system by increasing the level of effort for an attacker to successfully determine passwords. Note that these change only apply to accounts configured on the local system.",any,not applicable,36163,,sca_distro_independent_linux,"Set password hashing algorithm to sha512. Many distributions provide tools for updating PAM configuration, consult your documentation for details. If no tooling is provided edit the appropriate /etc/pam.d/ configuration file and add or modify the pam_unix.so lines to include the sha512 option: password sufficient pam_unix.so sha512 Notes: Consult your documentation for the appropriate PAM file and module. Additional module options may be set, recommendation only covers those listed here. If it is determined that the password algorithm being used is not SHA-512, once it is changed, it is recommended that all user ID's be immediately expired and forced to change their passwords on next login. To accomplish that, the following commands can be used. Any system accounts that need to be expired should be carefully done separately by the system administrator to prevent any potential problems. # cat /etc/passwd | awk -F: '( $3 >= 500 && $1 != ""nfsnobody"" ) { print $1 }' | xargs -n 1 chage -d 0 This command assumes a system UID split at 500. Some distributions split at UID 1000 instead, consult your documentation and/or the UID_MIN setting in /etc/login.defs to determine which is appropriate for you.","[{""key"":""cis"",""value"":""5.3.4""},{""key"":""cis_csc_v7"",""value"":""16.4""},{""key"":""cmmc_v2.0"",""value"":""IA.2.081""},{""key"":""iso_27001-2013"",""value"":""A.10.1.1""},{""key"":""nist_sp_800-53"",""value"":""IA-5,IA-5 (1)""},{""key"":""pci_dss_v3.2.1"",""value"":""3.2,8.2.1""}]","[{""type"":""file"",""rule"":""f:/etc/pam.d/common-password -> r:^\\s*password && r:pam_unix\\.so && r:sha512""},{""type"":""file"",""rule"":""f:/etc/pam.d/system-auth -> r:^\\s*password && r:pam_unix\\.so && r:sha512""}]"
